ID,Store_Name,City,State,Zip Code,Population,Median_Income
8558,E. Longmeadow Center,East Longmeadow,MA,1028,16292,90384
8559,Northeastern U - Curry Student Ctr,Boston,MA,2115,30136,48492
8560,Westin Boston Waterfront,Boston,MA,2210,3994,132960
8561,Safeway - North Bend #1557,North Bend,OR,97459,14591,53209
8562,Safeway - Portland #509,Portland,OR,97211,33902,83759
8563,Fred Meyer - Peninsula #255,Portland,OR,97203,33994,62973
8564,Safeway - Portland #1612,Portland,OR,97232,15088,61011
8565,Fred Meyer-Medford #195,Medford,OR,97504,47512,60093
8566,Safeway - Lincoln City #415,Lincoln City,OR,97367,10141,46808
8567,Safeway - Portland #382,Portland,OR,97236,38221,52856
8568,Rochester Rd. & Tienken,Rochester Hills,MI,48307,43337,79451
8569,Target Westland T-281,Westland,MI,48185,46133,49789
8570,Woodward & Mack,Detroit,MI,48201,12830,18664
8572,Central City Pkwy & Warren Rd,Westland,MI,48185,46133,49789
8574,Harris Teeter-Chapel Hill #137,Chapel Hill,NC,27517,27094,90860
8576,Concord Mills,Concord,NC,28027,65344,75395
8577,Speedway Blvd.,Concord,NC,28027,65344,75395
8578,Cary Towne Center,Cary,NC,27511,34904,77888
8579,Stop & Shop-Morris Plains # 893,Morris Plains,NJ,7950,19114,128036
8580,Unlv - Student Union,Las Vegas,NV,89154,332,0
8581,Mccarran & Hwy 395 - Reno,Reno,NV,89512,28206,39557
8584,Safeway - Fallon #1517,Fallon,NV,89406,23886,54060
8585,"Plattsburgh, Cornelia St.",Plattsburgh,NY,12901,32558,53077
8586,Suny/Fredonia-Cranston Hall,Fredonia,NY,14063,14087,55987
8587,Bayport,Bayport,NY,11705,8101,109294
8588,35Th & 5Th,New York,NY,10016,56813,113693
8589,The Marketplace Mall,Rochester,NY,14623,28051,56335
8590,"Kingston, Massa Drive",Kingston,NY,12401,34566,55612
8591,Olentangy River Road,Columbus,OH,43212,21915,71155
8592,Canal Winchester,Canal Winchester,OH,43110,37558,69948
8593,Colonel Glenn & Zink,Fairborn,OH,45324,41673,53756
8594,"Worthington, North High Street",Worthington,OH,43085,24594,86982
8595,I-40 & Kickapoo,Shawnee,OK,74804,21374,55130
8596,White Settlement & 820,Fort Worth,TX,76108,42793,69837
8597,Valley View,Roanoke,VA,24012,29530,48640
8598,"Williston Rd, S. Burlington.",South Burlington,VT,5403,17896,72249
8599,132Nd Ave Se & Se Kent Kangley Rd,Kent,WA,98030,37199,67775
8600,North Road 68 & Wrigley Dr,Pasco,WA,99301,80146,67986
8602,Hwy 119 & Kent Dairy,Alabaster,AL,35007,28181,75946
8603,State Farm & Lakeshore,Birmingham,AL,35209,29899,59637
8604,Taylor & Vaughn,Montgomery,AL,36116,43078,47113
8606,I-540 & Pleasant Grove,Rogers,AR,72758,40574,70305
8608,Indiantown & 67Th Rd,Jupiter,FL,33458,57141,84246
8609,Clint Moore Rd & Us Hwy 441,Boca Raton,FL,33496,22314,91182
8610,Race Track & Nine Eagles,Tampa,FL,33626,30042,102977
8611,Cordova Mall - First Level,Pensacola,FL,32504,22455,55568
8612,Blanding & Bolton,Orange Park,FL,32073,41238,63141
8613,Kroger-Dacula #457,Dacula,GA,30019,47819,92620
8615,Kroger - Evans #414,Evans,GA,30809,50562,99799
8616,Hwy 120 & Hwy 316,Lawrenceville,GA,30043,89640,78750
8618,Georgia Southern University,Statesboro,GA,30460,#N/A,#N/A
8619,Kroger-Jasper #620,Jasper,GA,30143,22806,71169
8620,I-75 & Hwy 20,Mcdonough,GA,30253,55575,69071
8621,Cloverdale & Hwy 101,Cloverdale,CA,95425,10940,76054
8622,"Avenue 48 & Jackson, Coachella",Coachella,CA,92236,45639,41585
8623,Broadway & Hwy 101,King City,CA,93930,17770,49988
8624,Newport & Del Mar,Costa Mesa,CA,92627,63980,74079
8626,John Daly & Westlake Center,Daly City,CA,94015,64390,96597
8627,Safeway - Vallejo #989,Vallejo,CA,94591,55106,85955
8628,Crow Canyon Place & I680,San Ramon,CA,94583,35812,149760
8629,Target San Mateo T-1122,San Mateo,CA,94404,37766,147358
8630,"Ventura & Villanova, Ojai",Ojai,CA,93023,21220,79288
8631,Safeway - Benicia #774,Benicia,CA,94510,28398,102781
8632,Boronda & Sanborn,Salinas,CA,93905,64314,50587
8633,Target Paso Robles T-1120,Paso Robles,CA,93446,46378,75196
8634,"Yucaipa & Hampton, Yucaipa",Yucaipa,CA,92399,55036,65115
8636,Homestead & Foothill,Cupertino,CA,95014,64098,163754
8637,Vons - San Pedro #2283,San Pedro,CA,90731,63411,59097
8638,Day Creek & Foothill,Rancho Cucamonga,CA,91739,38589,110812
8639,Vons - El Cajon #3044,El Cajon,CA,92020,62673,60627
8640,Meridian & Lenn,San Jose,CA,95125,54397,130573
8642,Washington & I-215,Colton,CA,92324,59261,54608
8643,Safeway - Fremont #993,Fremont,CA,94538,67227,111403
8644,Bay & Taylor,San Francisco,CA,94133,28132,80136
8647,Safeway - Hollister #1757,Hollister,CA,95023,53299,88184
8648,Vons - San Diego #2040,San Diego,CA,92111,47519,73438
8649,Vons - Bonita #2130,Bonita,CA,91902,18516,97345
8651,Palm Dr. & Two Bunch Palms,Desert Hot Springs,CA,92240,37343,41441
8652,"28Th & National, San Diego",San Diego,CA,92113,53259,40447
8653,65Th & Broadway,Sacramento,CA,95817,15136,53912
8655,Tower & I-70- Aurora,Aurora,CO,80011,53158,51705
8657,Travel Ctr-New Haven,Branford,CT,6405,28122,78340
8658,Safeway-Pleasanton #1502,Pleasanton,CA,94566,48510,151869
8659,Safeway-Lakewood #41,Lakewood,CO,80228,33750,82621
8660,Rand Rd & Rt 22,Lake Zurich,IL,60047,42586,142577
8661,Lancaster & Silverton - Salem,Salem,OR,97305,42298,53486
8662,I5 & Cook,Burlington,WA,98233,15423,64301
8665,28Th & Pearl - Boulder,Boulder,CO,80302,29322,59127
8666,Pacific Coast Hwy & Diamond St.,Redondo Beach,CA,90277,35775,103131
8667,Park In The Valley - San Diego,San Diego,CA,92108,23531,77628
8668,Wilshire & Highland,Los Angeles,CA,90036,39064,80959
8669,Hilton Village,Scottsdale,AZ,85250,16496,74999
8671,Scottsdale & Indian Bend,Scottsdale,AZ,85253,19600,138563
8672,Westlake & Thousand Oaks,Thousand Oaks,CA,91362,36744,118698
8673,Harmony & Jfk,Fort Collins,CO,80525,57601,75681
8674,Yorba Linda & Village Center Dr,Yorba Linda,CA,92886,50610,123677
8675,The Marketplace-Bakersfield,Bakersfield,CA,93311,47442,94828
8676,Arizona Mills,Tempe,AZ,85282,51005,60673
8678,Kingstowne,Kingstowne,VA,22315,28860,135703
8679,Del Monte & Reservation,Marina,CA,93933,25312,68745
8680,Bradlick Shopping Center,Annandale,VA,22003,58855,102589
8684,28 E. Main,Walla Walla,WA,99362,42358,59360
8686,4Th & Seneca,Seattle,WA,98101,14235,84645
8689,Belltown,Seattle,WA,98121,18363,99049
8690,Colorado & Middlefield - Palo Alto,Palo Alto,CA,94306,26948,143205
8691,196Th & 40Th,Lynnwood,WA,98036,39961,80672
8692,Chambers And West Broadway,New York,NY,10007,11112,248237
8693,700 E & 400 S - Salt Lake City,Salt Lake City,UT,84102,17874,48435
8694,"Val Vista & Baseline, Mesa",Mesa,AZ,85204,66075,53890
8695,Brea & Imperial,Brea,CA,92821,37967,93885
8696,Mco - Orlando Main Term Atrium,Orlando,FL,32827,13327,82137
8699,Pbi - West Palm Conc C,West Palm Beach,FL,33406,27828,60721
8702,Alpharetta Barnes & Noble,Alpharetta,GA,30022,69075,110704
8704,"Huntington & Fremont, S. Pasadena",South Pasadena,CA,91030,26209,92738
8705,Safeway-Tigard (King City) #1478,Tigard,OR,97224,35694,78174
8706,"Goshen & Akers, Visalia",Visalia,CA,93291,57964,57564
8707,"Ord Ohare Terminal 1, Baggage Claim",Chicago,IL,60666,0,0
8708,"Ord Ohare Terminal 3, Baggage Claim",Chicago,IL,60666,0,0
8710,Clark & Randolph - Ct&T Building,Chicago,IL,60601,14709,114071
8711,Clackamas Crossing,Happy Valley,OR,97086,30787,96952
8712,Brookline Village,Brookline,MA,2445,20899,124071
8714,Athens,Athens,GA,30601,22425,25533
8715,Union Street Station,Gainesville,FL,32601,20784,28444
8716,Hamburg,Blasdell,NY,14219,11660,56539
8717,Jamboree & Birch,Newport Beach,CA,92660,35062,122890
8718,Lenox Kiosk,Atlanta,GA,30326,7007,103673
8720,Washington & Walnut Ave,Marina Del Rey,CA,90292,25526,108651
8721,Hesperian & Leweling,San Lorenzo,CA,94580,29550,91357
8722,Broad Ripple,Indianapolis,IN,46220,35628,75802
8723,Cole & Lemmon,Dallas,TX,75204,37145,75439
8724,Roosevelt & Lincoln,Lombard,IL,60148,52941,80776
8725,College & Bennington,Baton Rouge,LA,70808,30486,63072
8726,Mlk Way,Seattle,WA,98144,31346,81644
8728,Hazel Dell,Vancouver,WA,98665,25982,67653
8730,Shoppes At Metro,Hyattsville,MD,20782,32814,72574
8731,"40Th Street & Greenway, Phoenix",Phoenix,AZ,85032,67284,60417
8732,Hen House Market-Merriam #31,Merriam,KS,66202,16637,59294
8734,Woodbridge Mall,Woodbridge,NJ,7095,18311,86759
8735,59Th & Columbus,New York,NY,10023,64551,129019
8737,Branford,Branford,CT,6405,28122,78340
8738,N. Livermore & Portola,Livermore,CA,94551,41607,110178
8739,Silver Spur & Hawthorne,Rolling Hills Estates,CA,90274,26192,156513
8740,Carmel Mountain,San Diego,CA,92128,49716,101765
8741,Torrance Crossroads,Torrance,CA,90505,37603,94974
8742,La Jolla,La Jolla,CA,92037,41173,114539
8743,15Th & Broadway,Portland,OR,97232,15088,61011
8744,"Salem, Or",Salem,OR,97301,55854,44813
8745,4Th & Oak,Portland,OR,97204,997,9999
8746,"Hillsdale, Or",Portland,OR,97239,18674,89416
8748,6Th & Washington,Portland,OR,97205,9199,43620
8749,Seattle Municipal Building,Seattle,WA,98104,15723,54566
8750,2Nd & Madison,Seattle,WA,98104,15723,54566
8752,Us Bank Centre,Seattle,WA,98101,14235,84645
8754,347 Park Avenue - Glencoe,Glencoe,IL,60022,8271,195861
8755,401 East Ontario,Chicago,IL,60611,34939,99674
8756,Two North Riverside Plaza,Chicago,IL,60606,2633,94358
8757,Hendrix & Woodruff Rd,Greenville,SC,29607,42372,59087
8758,"Shelton, Crown Point Center",Shelton,CT,6484,40741,92172
8759,"6Th & C Street, Sw",Washington,DC,20024,14354,80376
8760,St Johns Town Center Mall,Jacksonville,FL,32246,52542,58730
8761,Hwy 92 & King Rd,Roswell,GA,30075,55926,119261
8762,Boise Avenue And Apple-Id,Boise,ID,83706,31266,51280
8764,University And Broadway,Boulder,CO,80302,29322,59127
8765,2745 Pfingston Rd - Plaza Del Prado,Glenview,IL,60026,13719,114744
8767,Colorado Springs,Colorado Springs,CO,80903,15744,48801
8768,Ballard,Seattle,WA,98107,26960,90638
8769,13Th & Alder,Eugene,OR,97401,44682,41557
8771,West Seattle,Seattle,WA,98116,25215,108231
8772,26Th And Proctor,Tacoma,WA,98407,20876,80832
8774,Twin Lakes/Fred Meyer,Federal Way,WA,98023,51975,82935
8775,N. 30Th & Mccarver/Old Town,Tacoma,WA,98403,8064,65514
8776,Dash Point,Federal Way,WA,98023,51975,82935
8777,Grand River & Farmington Rd,Farmington,MI,48336,25970,65264
8778,"Hudson, South Main Street",Hudson,OH,44236,24987,128134
8779,183Rd & Governor's Hwy,Homewood,IL,60430,19721,79163
8781,Dunwoody Village,Dunwoody,GA,30338,35338,99485
8782,Rookwood Pavillion,Cincinnati,OH,45208,18042,89429
8783,Cherrywood,Centennial,CO,80122,33084,99872
8784,Main & Crescent,Glen Ellyn,IL,60137,39043,103839
8785,Southtown - I-494 And Penn,Bloomington,MN,55431,20267,80416
8786,"Euclid & Market, San Diego",San Diego,CA,92114,68496,70105
8787,Hardy St & 38Th Ave,Hattiesburg,MS,39402,42124,62321
8788,Las Terminal D,Las Vegas,NV,89118,24542,55273
8789,West Valley-Shoppes At Lake Park,West Valley City,UT,84120,52106,68852
8790,Hawthorne & Nevada,Spokane,WA,99218,14214,55248
8791,E 14Th & 136Th,San Leandro,CA,94578,42035,62187
8792,Albertsons-Las Vegas #6012,Las Vegas,NV,89129,52756,74113
8795,75Th & First,New York,NY,10021,44764,125768
8796,165 Newbury,Boston,MA,2116,22996,110924
8797,Greenbriar,Fairfax,VA,22033,39887,117720
8798,One Oliver Plaza,Pittsburgh,PA,15222,4827,84488
8799,1201 Market,Philadelphia,PA,19107,15922,51177
8800,Trooper,Norristown,PA,19403,43921,87776
8803,Potomac,Potomac,MD,20854,51826,204138
8805,Georgetown Dc,Washington,DC,20007,27650,129198
8806,El Camino & El Monte,Mountain View,CA,94040,35610,132147
8808,Mandalay Village,Port Hueneme,CA,93041,24872,68586
8809,Mt Diablo & Oak Hill Rd,Lafayette,CA,94549,29788,163817
8810,Terra Linda At Northgate,San Rafael,CA,94903,29900,110502
8811,San Carlos & Laurel,San Carlos,CA,94070,30735,167075
8812,Encinitas Lumberyard,Encinitas,CA,92024,52848,109685
8816,San Dimas,San Dimas,CA,91773,34791,88743
8817,Hwy 113 & Covell - Davis,Davis,CA,95616,50877,58861
8818,I-80 & Willow - Hercules,Hercules,CA,94547,25362,122884
8819,Capitola Mall,Capitola,CA,95010,9467,75653
8820,I5 & Hwy 33,Gustine,CA,95322,9840,50115
8821,Vons-Hermosa Beach #2110,Hermosa Beach,CA,90254,19947,125353
8822,"Gage & Compton, Huntington Park",Los Angeles,CA,90001,59227,42003
8823,Vons-Rancho Cucamonga #2147,Rancho Cucamonga,CA,91701,40470,94892
8824,Academy & Austin Bluffs,Colorado Springs,CO,80918,50790,68138
8825,Arden Fair Mall,Sacramento,CA,95815,26848,39430
8826,Monrovia,Monrovia,CA,91016,41527,77719
8827,La Tijera & Sepulveda,Los Angeles,CA,90045,43581,90620
8828,Chorro Street - San Luis Obispo,San Luis Obispo,CA,93405,35213,56287
8829,"Fitzgerald & Appian, Pinole",Pinole,CA,94564,19579,91543
8830,Santa Margarita Pkwy & Antonio Pkwy,Rancho Santa Margarita,CA,92688,46209,108537
8831,20663 Rustic Drive,Castro Valley,CA,94546,45443,92974
8832,3Rd & Fairfax (Farmers Market),Los Angeles,CA,90036,39064,80959
8833,Mac Arthur & Campus,Newport Beach,CA,92660,35062,122890
8834,Genesee Plaza,San Diego,CA,92117,52520,80944
8835,E Bidwell & Glenn Folsom,Folsom,CA,95630,77800,116933
8836,Far West Blvd. & Hart Ln.,Austin,TX,78731,27714,93644
8838,455 Market,San Francisco,CA,94105,7292,189241
8839,120Th & Huron,Westminster,CO,80234,26869,76612
8841,Columbus Square,Dallas,TX,75204,37145,75439
8842,Lockhill Selma,San Antonio,TX,78213,44807,47129
8843,19Th And Irving,San Francisco,CA,94122,58901,116019
8846,Date & Madison - Sacramento,Sacramento,CA,95841,21722,51225
8847,South County Mall,St. Louis,MO,63129,52795,77476
8848,Super Target Viera St-1934,Viera,FL,32940,36027,76950
8849,Safeway-Westminster #1616,Westminster,MD,21158,20160,90461
8851,15Th & I Streets,Washington,DC,20005,13865,98893
8852,Park Ave & Iron Horse,Park City,UT,84060,8586,113492
8854,Route 537 Freehold,Freehold,NJ,7728,55978,93431
8857,Safeway-Fairfax #1431,Fairfax,VA,22033,39887,117720
8858,Universal City Walk,Universal City,CA,91608,0,0
8859,Martin's-Niles #19,Niles,MI,49120,36614,48666
8863,Associated Food Store-Slc #2395,Salt Lake City,UT,84121,42413,90629
8867,Albertsons-Fullerton #6119,Fullerton,CA,92831,36390,72900
8870,Safeway-Folsom #1794,Folsom,CA,95630,77800,116933
8871,Target Sherman T-1861,Sherman,TX,75092,24683,61062
8872,Target San Antonio T-1852,San Antonio,TX,78223,55190,45099
8873,Target Port Arthur T-1877,Port Arthur,TX,77642,37886,35331
8874,Target Stafford,Stafford,VA,22556,29218,112449
8875,Target Kohler T-1880,Sheboygan,WI,53085,11314,61461
8876,Cajalco & Highway 15,Corona,CA,92881,32382,101887
8877,Safeway-Phoenix #1543,Phoenix,AZ,85331,30927,104019
8879,Safeway-Scottsdale #1750,Scottsdale,AZ,85254,46751,93848
8880,Safeway-Seattle #3540,Des Moines,WA,98198,37457,68326
8883,Safeway-La Grande #1827,La Grande,OR,97850,16969,50445
8884,Vons-La Jolla #2323,La Jolla,CA,92037,41173,114539
8885,Vons-Los Angeles #2261,Los Angeles,CA,90020,41183,49074
8886,Roosevelt & Wabash,Chicago,IL,60605,30147,107087
8887,Southcenter Mall Center,Tukwila,WA,98188,23840,59129
8888,Figueroa & 7Th (Figat7th),Los Angeles,CA,90017,29152,38749
8889,Laurel Canyon & Riverside,Valley Village,CA,91607,33194,67303
8890,Clovis & Kings Canyon - Fresno,Fresno,CA,93727,76321,53496
8891,Potomac Woods Plaza,Rockville,MD,20854,51826,204138
8893,50Th & Chipman,Lees Summit,MO,64081,24627,86754
8894,Sheraton Salt Lake City - Lobby,Salt Lake City,UT,84101,6296,50424
8895,Super Target Littleton St-1776,Littleton,CO,80123,48252,82740
8896,Super Target Caramel St-1366,Carmel,IN,46032,48673,103875
8897,"Foothill & Claremont, Claremont",Claremont,CA,91711,34850,96735
8898,N Andover/Rte 114,North Andover,MA,1845,30086,115516
8899,Bell Rd - Hickory Hollow,Antioch,TN,37013,87962,58679
8901,Jefferson & Lake Washington,West Sacramento,CA,95691,38126,74690
8902,San Pablo & Wall El Cerrito,El Cerrito,CA,94530,25246,104909
8903,Blanding Blvd. & I-295,Jacksonville,FL,32244,61366,53086
8904,Beach Blvd & San Pablo Rd,Jacksonville,FL,32224,40547,76604
8905,Starkey Rd & East Bay Dr,Largo,FL,33771,28760,42658
8906,Super Target Euless St-1368,Euless,TX,76039,33498,71285
8907,Broadway & Grand,New York,NY,10013,30050,116590
8908,Landfall,Wilmington,NC,28403,40990,41397
8909,Clover Commons,Rochester,NY,14618,21457,90174
8910,Powder Springs Rd @ Macland,Marietta,GA,30064,48144,91276
8911,Capital Blvd.,Raleigh,NC,27604,47440,58623
8912,Newhope & Southpark,Fountain Valley,CA,92708,56522,92425
8915,Super Target San Antonio St-1354,San Antonio,TX,78258,49403,108190
8916,Bellevue - Hwy 100,Bellevue,TN,37221,40185,79313
8918,20Th & Forest - Chico,Chico,CA,95926,38299,50761
8919,14Th & Sixth,New York,NY,10011,52261,124805
8920,57Th & Seventh,New York,NY,10019,45141,101167
8922,I-45 & Sh 105,Conroe,TX,77304,27867,68455
8923,90Th & First,New York,NY,10128,57429,112446
8924,Main & Auto Plaza,Green Bay,WI,54302,29779,44984
8925,Abacoa Plaza,Jupiter,FL,33458,57141,84246
8927,"Mayfield Road, Cleveland Heights",Cleveland Heights,OH,44118,39693,64652
8929,Lincoln-27Th & Pine Lake,Lincoln,NE,68516,45023,86375
8930,Quincy & 71St,Tulsa,OK,74136,29988,44481
8931,Target Batavia T-839,Batavia,IL,60510,29336,98553
8933,U Of Akron - Student Union,Akron,OH,44325,0,#N/A
8935,Carthage College Clausen Center,Kenosha,WI,53140,30931,43309
8936,Mollie Stone Market-San Mateo,San Mateo,CA,94403,43476,125171
8937,Super Target Dallas St-1784,Dallas,TX,75231,43132,41599
8938,Super Target Sugarland St-1786,Sugar Land,TX,77479,93993,135228
8941,Baywalk,Saint Petersburg,FL,33701,17818,43579
8942,Safeway-Wash Dc #1276,Washington,DC,20012,14927,98973
8943,Super Target Sandy St-1752,Sandy,UT,84070,27472,72644
8944,Safeway-Kirkland #1142,Kirkland,WA,98033,38813,125594
8946,Williamsburg Marketplace,Williamsburg,VA,23185,46961,82952
8947,Spring And Varick,New York,NY,10013,30050,116590
8948,Three Chopt Road,Richmond,VA,23226,16419,88987
8949,1609 West Dravus,Seattle,WA,98119,25635,92632
8950,Guilford College,Greensboro,NC,27410,55478,69036
8951,Super Target Frisco St-1763,Frisco,TX,75034,67582,100765
8952,Panther Creek & Woodlands Pkwy,The Woodlands,TX,77381,35486,107395
8953,Vons-La Mesa #2093,La Mesa,CA,91942,41119,68357
8954,Closter,Closter,NJ,7624,8733,138177
8956,Mall Of Georgia,Buford,GA,30519,48276,84145
8958,Alameda & San Fernando,Burbank,CA,91502,11545,50012
8959,Vons-South Pasadena #2228,South Pasadena,CA,91030,26209,92738
8960,Garth Rd & West Baker,Baytown,TX,77521,59271,66235
8962,10Th & Jonquil,Mcallen,TX,78501,65749,38105
8963,Hwy. 59 & Daniel Mccall,Lufkin,TX,75901,29405,52523
8965,Memorial & Benignus,Houston,TX,77024,38368,100712
8966,Mollie Stone - Greenbrae,Greenbrae,CA,94904,12310,138535
8967,Briarwood Mall,Ann Arbor,MI,48108,27962,70651
8969,Western & 25Th,San Pedro,CA,90732,21560,91558
8970,La Brea & San Vicente,Los Angeles,CA,90019,68990,58137
8971,Kern & N Street - Fresno,Fresno,CA,93721,8069,31732
8972,Serramonte Center - Daly City,Daly City,CA,94015,64390,96597
8974,Stonehenge,Raleigh,NC,27613,45773,94760
8975,Cumberland Mall,Atlanta,GA,30339,28097,82430
8976,44Th & Lex,New York,NY,10017,16274,118903
8977,Freedom Road,Cranberry Township,PA,16066,30944,108131
8978,Jefferson Pointe - Ft. Wayne,Fort Wayne,IN,46804,29087,72497
8981,Callowhill Street,Philadelphia,PA,19130,27147,65872
8983,San Jose & St. Augustine,Jacksonville,FL,32257,38250,58018
8986,Super Target Kissimmee St-1918,Kissimmee,FL,34746,46359,53822
8987,Super Target West Palm Beach St-19,West Palm Beach,FL,33411,71538,72801
8988,Target Savannah T-1910,Savannah,GA,31419,55683,57172
8989,Target-Altoona T-1939,Altoona,IA,50009,19915,83330
8990,Meridian Rd. & Corporate Dr,Meridian,ID,83642,44813,70784
8991,Super Target Naperville St-840,Naperville,IL,60540,45026,118541
8992,Target Chicago South Loop T-1889,Chicago,IL,60605,30147,107087
8993,Belle Hall,Mount Pleasant,SC,29464,53669,88172
8994,Tacoma Place,Tacoma,WA,98408,19814,58995
8995,Monte Vista & Countryside,Turlock,CA,95380,43890,49967
8997,Gresham Station,Gresham,OR,97030,37672,54271
8999,Heritage Place,Vancouver,WA,98660,12819,55398
